AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,priority_score
Dog,Labrador Retriever,2.3,35.2,Allergies,Coughing,Pain,Sneezing,Fever,Weakness,7
Dog,Mixed Breed,1.6,12.7,Parasite history,Fever,Diarrhea,Sneezing,Stiffness,Severe weekness and depression,8
Dog,German Shepherd,12.4,32.4,Skin conditions history,Skin infection,Secondary Infection,Coughing,Depression,Shaking oh head,6
Dog,Poodle,12.8,4.8,Allergies,Fever,Lethargy,Abortion on late pregancy,Hairy Fleeces,Weight loss,0
Dog,Bulldog,9.4,29.9,Allergies,Gasping,coughing ,mild weakness,droopy wings,twisted neck,0
Dog,German Shepherd,13.6,28.0,Previous heart condition,Foul Smelling,Bloody discharge,Colic,Blood Clots,Diarrhea,10
Dog,Mixed Breed,14.2,33.0,Dental issues,Diarrhea,Lethargy,Pain,Flaky,Pain,7
Dog,Beagle,11.7,20.3,Previous kidney disease,Fever,Pneumonia ,Stand with head droping,Weight loss,Abnormal behaviour,9
Dog,Beagle,15.0,19.7,Previous kidney disease,Lethargy,Pain,Weight loss,Weakness,Vomiting,8
Dog,Mixed Breed,6.8,40.0,Parasite history,Lethargy,Blood Clots,Weakness,Vomiting,Diarrhea,10
Dog,Boxer,8.5,15.0,Dental issues,Weight loss,Weakness,Anaemia,Coughing,Lethargy,8
Dog,Poodle,9.2,10.4,Not vaccinated,Jaundice,Pneumonia ,Lession on the skin,pain,Vomitting,10
Dog,Mixed Breed,2.0,29.3,Parasite history,Facial Swelling,Bloody Drool,Foul Breath,Unable To Eat,Lossened Teeth,8
Dog,Rottweiler,3.3,25.0,Parasite history,Diarrhea,Infected navels,Diarrhea,Weight loss,Sneezing,6
Dog,Rottweiler,4.7,30.8,Parasite history,Diarrhea,Lesions on nose,Pain,Diarrhea,Vomiting,7
Dog,Golden Retriever,5.3,29.0,Chronic illness,Tear produce,Weight loss,Sneezing,Pain,Sneezing,6
Dog,Labrador Retriever,11.4,42.6,Allergies,Lethargy,Flaky,Diarrhea,Diarrhea,Sneezing,5
Dog,Yorkshire Terrier,9.3,6.1,Chronic illness,Weakness,Lethargy,Anorexia,Weight loss,Anorexia,8
Dog,Bulldog,4.2,20.4,Skin conditions history,Coughing,Weight loss,Coughing,Vomiting,Diarrhea,6
Dog,Bulldog,9.9,13.6,Vaccinated,Sneezing,Fever,Difficulty breathing,Lethargy,Coughing,10
Dog,Poodle,9.8,3.2,Parasite history,Upset stomach,Diarrhea,Coughing,Weight loss,Anaemia,8
Dog,Beagle,14.9,22.1,Dental issues,Pain,Coughing,Coughing,Diarrhea,Vomiting,8
Dog,Yorkshire Terrier,9.5,7.5,Dental issues,Diarrhea,Sneezing,Anorexia,Sneezing,Vomiting,7
Dog,Rottweiler,13.4,31.8,Parasite history,Frequent eye Infections,Vomiting,chewing,Pain,Lethargy,7
Dog,German Shepherd,6.4,25.0,Skin conditions history,Blindness,Anorexia,Vomiting,Difficulty in rising,Sneezing,9
Dog,Rottweiler,7.8,34.1,Dental issues,Pain,Diarrhea,Vomiting,Weight loss,Weight loss,7
Dog,Bulldog,7.3,15.0,Previous heart condition,Fever,Coughing,Diarrhea,Coughing,Anorexia,9
Dog,Boxer,11.8,26.4,Previous kidney disease,Diarrhea,Sneezing,Sneezing,Coughing,Hyperexcitability,9
Dog,Golden Retriever,2.1,42.2,Parasite history,Sneezing,Weight loss,Weakness,Pain,Lethargy,6
Dog,Labrador Retriever,10.8,42.1,Previous kidney disease,Skin color change,Crusty,Scaly skin,Irritation,Blister,4
Dog,Golden Retriever,12.9,25.0,Previous heart condition,Scartching,Weight loss,Swelling of face or leg,Fever,decreased stool production,8
Dog,Beagle,7.3,20.0,Vaccinated,Weight loss,Vomiting,Fever,Pain,Weight loss,8
Dog,Bulldog,1.6,28.1,Skin conditions history,Fever,Pox lession on skin,Skin reashes,Nasal discharge,Mortality varies,8
Dog,German Shepherd,12.4,40.0,Previous kidney disease,Lameness,Pains,stop drinking,change their normal behaviour,stop eating,10
Dog,Yorkshire Terrier,6.8,6.2,Previous kidney disease,haemorrhage,Straw colored,Abdominal pain,Death,Carcass decomposes,0
Dog,Yorkshire Terrier,12.5,8.7,Dental issues,Pain,Lethargy,Sneezing,Diarrhea,Inability to absorb nutrients,7
Dog,Beagle,11.5,24.6,Allergies,Lame,Vomiting,Lethargy,Sneezing,Mortality varies,8
Dog,Boxer,9.1,19.8,Not vaccinated,Sneezing,Lethargy,Diarrhea,Vomiting,Lethargy,7
Dog,Mixed Breed,8.3,6.1,Previous kidney disease,Anorexia,Coughing,Ulcerated skin,Anorexia,Weight loss,8
Dog,Boxer,0.5,30.0,No previous conditions,Sneezing,Sneezing,Weakness,Fever,Coughing,7
Dog,German Shepherd,11.0,32.9,Chronic illness,Fever,Difficultty in Breathing,Yellow Eye,Sneezing,Diphtherictic,10
Dog,Labrador Retriever,5.6,30.5,Vaccinated,Thivk skin,Vomiting,Coughing,Sweat,Red Tinge,5
Dog,Mixed Breed,7.8,19.6,Parasite history,paralysis,Anorexia,Anorexia,Sneezing,Fever,10
Dog,German Shepherd,7.9,32.9,Dental issues,Sudden Death,Lethargy,Fever,Coughing,Anversion to light,0
Dog,Poodle,4.6,7.6,Recent surgery,Fever,Poor coat condition,Infection of the skin,Weight loss,Fatique,8
Dog,Labrador Retriever,9.7,30.1,Dental issues,Weakness,Weight loss,Coughing,Weakness,Vomiting,7
Dog,Mixed Breed,13.1,13.0,Vaccinated,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,6
Dog,German Shepherd,6.6,33.9,Recent surgery,Sneezing,Lethargy,Lethargy,Excessive eye watering,Weakness,7
Dog,Beagle,14.8,23.9,Previous heart condition,Lethargy,Weight loss,Weight loss,Diarrhea,Weight loss,8
Dog,Mixed Breed,4.1,27.6,Recent surgery,Diarrhea,Coughing,Lying down,Anorexia,Coughing,7
Dog,Yorkshire Terrier,0.8,3.0,Skin conditions history,Anorexia,Vomiting,Weakness,Pain,Bloody Diarhhea,10
Dog,Golden Retriever,0.5,37.9,Allergies,Weight loss,Vomiting,Anorexia,Diarrhea,Pain,9
Dog,Bulldog,4.3,17.6,Allergies,Legness,Paresis,Coughing,Weight loss,Shortness of breath,10
Dog,Rottweiler,11.0,28.3,Not vaccinated,Rhinitis,Pneumonia ,abscessess,Torticollis,Septicemia,10
Dog,Boxer,10.4,30.6,Not vaccinated,Emaciation,Edema in lower jaw,Coughing,Shivering,Anemia,9
Dog,Yorkshire Terrier,10.4,5.6,Dental issues,Fever,Dyspnea,Coughing,Lethargy,Weightloss,10
Dog,Mixed Breed,1.7,25.9,Chronic illness,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,8
Dog,Bulldog,12.6,18.5,Dental issues,Lethargy,Pain,Anorexia,Anorexia,Vomiting,8
Dog,Labrador Retriever,5.6,45.0,Chronic illness,Fever,Weekness,Decreased milk,Attacks,Pain,10
Dog,Yorkshire Terrier,5.7,3.9,Skin conditions history,Death,Malpresentation,Uteria inertia,Fetopelvic dispropotion,Pains,10
Dog,German Shepherd,14.9,39.5,Dental issues,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,10
Dog,Golden Retriever,2.8,39.3,Recent surgery,Fever,Respiratory distress,Seizuers,Hyperesthesia,Sudden death,10
Dog,Golden Retriever,5.7,34.5,Previous heart condition,coughing ,Heat,Anorexia,Anorexia,Vomiting,8
Dog,Labrador Retriever,2.1,34.2,No previous conditions,Achomotrica,Poor immune function,Death,Dehydration,Pains,10
Dog,Rottweiler,5.0,42.6,Not vaccinated,Vomiting,Pain,Pains,Weakness,Pain,8
Dog,German Shepherd,2.8,25.0,Chronic illness,Discharge from ear,Anorexia,Weakness,Pain,Coughing,7
Dog,Beagle,5.0,17.7,Allergies,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,10
Dog,Mixed Breed,8.8,22.0,Vaccinated,Vomiting,Sneezing,Coughing,Lethargy,Vomiting,6
Dog,Poodle,7.4,4.8,Parasite history,Lethargy,Diarrhea,Pain,Diarrhea,Weight loss,7
Dog,Yorkshire Terrier,4.0,4.7,Previous kidney disease,Lethargy,Fever,Diarrhea,Fever,Diarrhea,7
Dog,Golden Retriever,0.7,44.0,Skin conditions history,Pawing at the face or nose,Bad breath,cough ,Sneezing,Bleeding from the nose,7
Dog,Poodle,7.2,5.8,Previous heart condition,Poor immune function,Fever,Weakness,Anorexia,Lethargy,8
Dog,Golden Retriever,12.3,36.8,Previous kidney disease,Extreme thirst,Pain,Anorexia,Anorexia,Epistaxis,9
Dog,German Shepherd,4.2,28.7,Parasite history,Pains,Malpresentation,Fetopelvic dispropotion,Death,Uteria inertia,10
Dog,Beagle,13.8,24.0,Recent surgery,Ulcers,Diarrhea,Back Pain,Tarry Stool,Enlarged lymph nodes,9
Dog,Beagle,8.9,28.9,Recent surgery,Scabs On feet,Redness,Trachea,Thickening of skin,Pains,6
Dog,Golden Retriever,8.2,41.0,Dental issues,Tremors,Anorexia,Attempt to urinate,Diarrhea,Gasc,10
Dog,Boxer,4.1,18.3,Chronic illness,Fever,Week legs,Sneezing,Sneezing,Diarrhea,7
Dog,Mixed Breed,5.6,31.6,Previous kidney disease,Pain,Vomiting,Anorexia,Weight loss,Weakness,8
Dog,Bulldog,5.9,15.7,No previous conditions,Weakness,Weakness,Fever,Anorexia,Lethargy,8
Dog,German Shepherd,1.6,25.1,Chronic illness,Pain,Weakness,Excessive grooming,Fever,Diarrhea,7
Dog,German Shepherd,7.7,35.4,No previous conditions,Shortness of breath.,Fatigue,chirping,loss of appetite,swollen abdomen,10
Dog,Mixed Breed,2.5,31.8,Previous heart condition,Lethargy,Sneezing,Weight loss,Pain,Vomiting,8
Dog,Mixed Breed,5.1,12.2,Allergies,Weakness,loss of appetite,Excitability,Nervousness,Hyper sensitivity,7
Dog,German Shepherd,6.8,26.7,Chronic illness,Poor coat apperence,Diarrhea,Vomiting,Weight loss,Dehydration,7
Dog,Boxer,13.8,18.7,Skin conditions history,Fever,Fluif filled blisters,los of the ability to walk,weakened legs,Mammary glads,9
Dog,Yorkshire Terrier,10.1,7.5,Not vaccinated,Loss of appetite,Nause,Abdonormal pain,Upset stomach,Weight loss,8
Dog,Poodle,4.2,4.1,Previous heart condition,Formation of vesicles,Pain,Sneezing,Drooping wings,Weight loss,0
Dog,Boxer,7.1,28.5,Skin conditions history,Bloody Diarhhea,Depression,Dullness,Death,Weakness,10
Dog,Mixed Breed,7.9,18.5,Not vaccinated,Anorexia,Coughing,Vomiting,Fever,Pain,8
Dog,German Shepherd,14.2,32.4,Recent surgery,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue,9
Dog,German Shepherd,7.9,38.0,Previous heart condition,Sneezing,Fever,Colic,Diarrhea,Weight loss,8
Dog,Bulldog,2.8,16.3,Chronic illness,Sick,Watery Diarrhea dispropotion,Corneal Ulceration,Death,Loss of appetite,10
Dog,Labrador Retriever,6.4,33.2,Not vaccinated,Fever,Inflammed eye,Coughing,Depression,Limping,8
Dog,Mixed Breed,4.4,27.9,Vaccinated,Air sacculitis,Halitosis,Coughing,Enteritis,Weight loss,0
Dog,Rottweiler,8.3,30.2,Not vaccinated,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,10
Dog,Labrador Retriever,7.5,45.0,Parasite history,Pain,Fever,Black stool,Pain,Eventually death,10
Dog,Beagle,12.1,16.8,Chronic illness,abortion at the end of gestation,Lethargy,Fever,Pain,Lethargy,9
Dog,Rottweiler,1.5,27.2,Not vaccinated,Weight loss,Sneezing,Vomiting,Weakness,Pain,7
Dog,Rottweiler,10.9,33.6,Not vaccinated,Diarrhea,Nosebleeds,Weight loss,Anorexia,Vomiting,9
Dog,German Shepherd,1.0,45.0,Allergies,Death,Muscus,Diarrhea,Fever,Weight loss,10
Dog,Rottweiler,4.9,38.8,Allergies,Weight loss,Weakness,Diarrhea,Sneezing,Diarrhea,6
Dog,Yorkshire Terrier,12.3,4.1,Recent surgery,Swelling,Loss of appetite,Lethargy,Nasal Discharge,Blindness,9
Dog,Golden Retriever,7.2,43.7,Previous kidney disease,Weakness,Vomiting,Fever,Pain,Splenomegaly,10
Dog,Mixed Breed,12.7,15.1,Parasite history,Severe,Diarrhea,Blood on faces,Appetite,Milk reduce,8
Dog,Yorkshire Terrier,10.6,8.8,Not vaccinated,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss,9
Dog,Boxer,12.4,27.0,Parasite history, pain and bloating,burning ache or pain,loss of appetite,vomiting,experiencing changes in weight,10
Dog,Boxer,6.6,25.0,Allergies,Fever,Loss of appetite,Ear infection,Depression,Nasal Discharge,6
Dog,Mixed Breed,2.4,11.6,Skin conditions history,Barren ewes,Abortion,Poor conformation,Hairy Fleeces,Weight loss,0
Dog,Boxer,8.0,16.7,Allergies,Weight loss,Anorexia,Pain,Diarrhea,Vomiting,8
Dog,German Shepherd,6.1,36.6,Previous heart condition,Pain,Vomiting,Sneezing,Diarrhea,Diarrhea,8
Dog,Mixed Breed,0.5,34.5,Parasite history,Kicking,Fever,Coughing,Fever,Pain,7
Dog,Labrador Retriever,7.6,25.6,Previous heart condition,Bluish white opacity,Aversion to light,Tear produce,Blindness,weakness,9
Dog,Poodle,5.9,7.6,Previous kidney disease,Red on affected area,Horny growth,Wart-like growth,Red skin,Lesions on ear,3
Dog,Golden Retriever,9.1,26.5,Vaccinated,Straining,Diarrhea,Vomiting,Weight loss,Blindness,9
Dog,Yorkshire Terrier,10.0,7.3,Previous kidney disease,Diarrhea,Discharge from ear,Weight loss,Diarrhea,Coughing,6
Dog,Poodle,1.9,6.0,Dental issues,Coughing,Vomiting,lllthrift,Pain,Vomiting,7
Dog,German Shepherd,11.0,38.4,Allergies,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,9
Dog,German Shepherd,7.3,25.0,Skin conditions history,Weakness,Coughing,Vomiting,Lethargy,Weakness,8
Dog,Rottweiler,10.0,25.0,Recent surgery,Pain,Sneezing,Diarrhea,Hairy Fleeces,Pain,0
Dog,Yorkshire Terrier,6.2,9.0,Vaccinated,Retained Placenda,Vomiting,Anorexia,Weakness,Polyuria,9
Dog,Yorkshire Terrier,3.3,5.9,Previous kidney disease,Weight loss,Smell of ammonia,Fever,recumbency,Weight loss,10
Dog,Mixed Breed,5.4,22.6,Previous heart condition,Pain,Diarrhea,Pain,Anorexia,Tenderness,8
Dog,German Shepherd,3.6,35.5,Recent surgery,Lethargy,Coughing,Ring shaped Lesion,Fever,Pain,7
Dog,Rottweiler,8.3,26.2,Dental issues,Tear production,Anversion to light,Bluish white opacity,Blindness,Pains,9
Dog,Mixed Breed,12.5,11.6,Vaccinated,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,0
Dog,Poodle,13.3,7.5,Parasite history,abortion at the end of gestation,Fatigue,weak calves,Join pains,Swelling of internal organs,0
Dog,Mixed Breed,10.7,5.0,Skin conditions history,Sneezing,Fever,Anorexia,Vomiting,Diarrhea,8
Dog,Rottweiler,7.7,28.9,Allergies,Fever,Depression,Attack,Bite other animals,Pain,10
Dog,Golden Retriever,6.2,42.6,Previous heart condition,cough,sneeze,droopy wings,twisted neck,droopy wings,0
Dog,Bulldog,5.2,20.2,Vaccinated,Difficulty in walking,Coughing,Sneezing,Diarrhea,Sneezing,7
Dog,Bulldog,2.4,20.0,Dental issues,Weakness,Vomiting,Coughing,Urination,chirping,7
Dog,Labrador Retriever,1.2,35.8,Dental issues,Swelling of internal organs,weak calves,Join pains,Fatigue,abortion at the end of gestation,0
Dog,Mixed Breed,0.5,40.0,Allergies,Fluif Faeces on blood and muscle,Diarrhea,Fever,Skin irritation,Fever,10
Dog,Labrador Retriever,15.1,23.3,Dental issues,Swollen lymph nodes,Difficulty walking,Back Pain,Lethargy,Vaginal Discharge,10
Dog,Rottweiler,6.1,33.1,Previous heart condition,Fever,Pain,Anorexia,Anorexia,Chills,9
Dog,Labrador Retriever,2.1,41.8,Skin conditions history,Listless,Bottle jaw,Malpresentation,Death,Oxygen defiency,10
Dog,Golden Retriever,2.2,40.3,Not vaccinated,restless movement,Anorexia,Lethargy,Weight loss,Convulsion,10
Dog,German Shepherd,1.5,25.4,Not vaccinated,Shock,Fever,Blood from mouth,Diarrhea,Vomiting,10
Dog,Yorkshire Terrier,12.5,5.8,Dental issues,Fever,Difficulty in breathing,Lethargy,Death,Pains,10
Dog,German Shepherd,11.2,39.3,Not vaccinated,Fever,Larynx,Sour Throat,Lethargy,Vomiting,7
Dog,Rottweiler,14.8,34.4,Not vaccinated,Coughing,Ruffled Coat,Vomiting,Sneezing,Weakness,8
Dog,Labrador Retriever,13.6,34.6,Chronic illness,Restlessness,Weakness,Blue straws,Death,Pain,10
Dog,Rottweiler,1.4,36.1,Chronic illness,loss of appetite,diarrhea,ruffled feathers,Weight loss,Inability to absorb nutrients,0
Dog,Beagle,9.3,24.4,Vaccinated,Weight loss,Sneezing,Lession on the skin,Anorexia,Weight loss,6
Dog,Poodle,6.5,6.0,No previous conditions,Fever,Tiredness,Headache,Skin rashes,Pain,7
Dog,Bulldog,5.6,26.2,Previous kidney disease,Lethargy,Greenish-yellow nasal discharge,Sneezing,Pain on face,Lack of pigmentation,8
Dog,Beagle,0.5,22.6,Vaccinated,Diarrhea,Coughing,Weight loss,Weakness,Coughing,7
Dog,Beagle,6.1,17.6,Dental issues,Weight loss,Diphtherictic,Sneezing,emaciation,Vomiting,8
Dog,Rottweiler,12.6,36.6,Chronic illness,Lethargy,bleeding from wounds,Sneezing,Loss of Appetite,Diarrhea,10
Dog,Poodle,6.0,8.1,Skin conditions history,Diarrhea,Weakness,Sneezing,Fever,Kidney failure,10
Dog,Golden Retriever,5.9,36.6,Chronic illness,Vomiting,Coughing,Fever,Anorexia,Diarrhea,7
Dog,Golden Retriever,1.7,34.4,Parasite history,Swelling,Pain,Fever,Dysentery,Immediate death,10
Dog,Beagle,10.0,17.6,Parasite history,Malpresentation,Death,Pains,Fetopelvic dispropotion,Uteria inertia,10
Dog,Mixed Breed,10.8,11.9,Allergies,Swelling on leg,Painfull,Nasal Discharge,Broken Bones,Nasal Discharge,10
Dog,Boxer,7.4,26.3,Skin conditions history,Pain,Pain,Weight loss,Sneezing,Weight loss,6
Dog,Golden Retriever,4.5,43.0,Vaccinated,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,7
Dog,Boxer,15.0,24.2,Previous heart condition,Pain,Jaundice,Diarrhea,Coughing,Weakness,10
Dog,German Shepherd,1.1,32.9,Not vaccinated,Sneezing,Weakness,Defienciency in vitamin,Attack,Weight loss,9
Dog,Yorkshire Terrier,6.9,8.0,Previous kidney disease,Fever,Lack of coordination,Depression,Salivation,Facial paralysis,9
Dog,Bulldog,11.2,17.7,Not vaccinated,Coughing,Acting unnaturally tame,Coughing,Tachypea,Fever,9
Dog,Labrador Retriever,11.3,40.5,Skin conditions history,Flank,Pain,Diarrhea,Lethargy,Anorexia,8
Dog,German Shepherd,5.0,34.9,Not vaccinated,Vomiting,Diarrhea,Weakness,Coughing,Diarrhea,8
Dog,Bulldog,7.1,17.5,Previous heart condition,Fever,Loss of appetite,Eyeproblem,Liver disease,Nuerological,10
Dog,Bulldog,7.9,28.9,Vaccinated,Fever,Anorexia,Vomiting,Pain,Sneezing,8
Dog,Boxer,11.6,24.3,Allergies,Sneezing,Weakness,Sneezing,Weakness,Weakness,8
Dog,Labrador Retriever,9.4,40.6,Parasite history,Fever,Depression,loss of appetite,Loss of appetite,Pains,8
Dog,Beagle,2.2,25.3,Allergies,Pains,Death,Malpresentation,Fetopelvic dispropotion,Uteria inertia,10
Dog,Boxer,4.6,15.8,Recent surgery,Watery Stool,Flatulence,Tensemus,Diarrhea with muscus,Pains,7
Dog,Golden Retriever,15.0,36.5,Allergies,Sneezing,Pain,Vomiting,Weight loss,drooping ears,8
Dog,Rottweiler,11.0,41.2,Allergies,Lepatomegaly,Shaking oh head,Swollen,Vomiting,Splenomegaly,10
Dog,Boxer,9.6,20.0,No previous conditions,Ataxia,Blindness,Listless,Difficulty in walking,Grinding of teeth,10
Dog,Bulldog,6.3,18.6,Recent surgery,Incoordination,Fever,Coughing,Weakness,Behaviour change,9
Dog,German Shepherd,6.3,35.7,Chronic illness,Coughing,Grinding teeth,paralysis,Vomiting,Mortality,10
Dog,Mixed Breed,8.9,19.8,Dental issues,Pain,Pale gums,Pain,Anorexia,Weight loss,10
Dog,Bulldog,5.1,23.9,Skin conditions history,Abnormally long leg,Vomiting,Fever,Sneezing,Fever,6
Dog,Boxer,8.4,18.4,Dental issues,Pain,Lethargy,Weight loss,Fever,Anorexia,8
Dog,Beagle,14.0,26.3,Skin conditions history,Vomiting,Coughing,Vomiting,Pain,Vomiting,8
Dog,Beagle,7.4,25.6,Vaccinated,Abortion on late pregancy,Stillbirth,Retained Placenda,Endomeritis,Decrease appetite,10
Dog,Poodle,8.1,4.8,Previous heart condition,Vomiting,Pain,wheezing,"facial swelling,",Weakness,10
Dog,Labrador Retriever,8.5,31.6,Previous kidney disease,Coughing,Pain,Coughing,Weight loss,Fever,8
Dog,Rottweiler,10.4,42.4,Parasite history,Red on affected area,Horny growth,Wart-like growth,Red skin,Lesions on ear,2
Dog,Golden Retriever,9.8,27.9,Skin conditions history,Straining,Diarrhea,Vomiting,Weight loss,Blindness,9
Dog,Golden Retriever,12.1,31.6,No previous conditions,Nasal,Increased in breathing,Vomiting,Diarrhea,Vomiting,9
Dog,Rottweiler,7.3,31.5,Chronic illness,Anversion to light,Tear production,Bluish white opacity,Pains,Blindness,8
Dog,Golden Retriever,1.7,42.9,Parasite history,Fever,Dysentery,Swelling,Immediate death,Pain,10
Dog,Yorkshire Terrier,9.2,4.0,Skin conditions history,Fever,Fever,Anorexia,Coughing,Weight loss,7
Dog,German Shepherd,13.0,38.9,Recent surgery,Vomiting,Weakness,Sneezing,Weakness,Pain,8
Dog,Golden Retriever,8.4,41.7,Not vaccinated,Slightly Swollen,Lession on the skin,Papules appear on teats anad udder,Milky Hard,Fever,7
Dog,Golden Retriever,15.0,29.0,Vaccinated,Coughing,Pain,Diarrhea,Anorexia,Sneezing,8
Dog,Labrador Retriever,10.3,36.4,Skin conditions history,Weakness,Coughing,Loss of powder down,Lethargy,White mark on the muscle,8
Dog,Bulldog,9.0,23.6,Allergies,Diarrhea,noisy breathing,Lethargy,Anorexia,Fever,9
Dog,Golden Retriever,9.7,40.0,Chronic illness,Lethargy,Kick,Scratching,Nible at their wool,Restlessness,5
Dog,German Shepherd,9.4,43.7,Previous kidney disease,Vomiting,Anorexia,Anorexia,Weight loss,Diarrhea,9
Dog,Golden Retriever,4.7,31.9,Allergies,Exessive Urination,Anorexia,Swollen Belly,Pain,Fever,10
Dog,Poodle,7.9,5.7,Not vaccinated,Fever,Swelling of face or leg,Coughing,Depression,Pains,8
Dog,Mixed Breed,7.6,15.4,Recent surgery,Lethargy,Fever,Diarrhea,Nose Bleeds,Raw,9
Dog,Yorkshire Terrier,13.6,6.8,Chronic illness,Swelling,Larynx,Swelling on jaw,Hoarseness,Neck Vein Swelling,10
Dog,German Shepherd,10.2,25.8,Skin conditions history,Fever,Nasal discharge,Respiratory distress,Pox lesion,Pain,10
Dog,German Shepherd,9.7,37.7,Dental issues,Swelling on leg,Painfull,Nasal Discharge,Broken Bones,Nasal Discharge,10
Dog,Poodle,8.3,8.9,Not vaccinated,pain,Jaundice,Pneumonia ,Lession on the skin,Vomitting,10
Dog,Rottweiler,7.3,33.8,Not vaccinated,Lethargy,Scabs,Fever,Anorexia,Tender to touch,7
Dog,Beagle,2.2,24.6,Vaccinated,Fetopelvic dispropotion,Death,Pains,Uteria inertia,Malpresentation,10
Dog,Golden Retriever,11.5,34.3,Parasite history,Weight loss,Fever,Pain,Diarrhea,Coughing,8
Dog,Bulldog,10.1,28.1,Previous kidney disease,Coughing,Prostrat,Weakness,Diarrhea,Shortness of breath,10
Dog,Yorkshire Terrier,8.1,3.9,Previous kidney disease,Anorexia,Sleeping Excessively,Lethargy,Vomiting,Cessation of eructation,9
Dog,Beagle,9.2,25.4,Previous kidney disease,droopy wings,cough,twisted neck,droopy wings,sneeze,0
Dog,Boxer,8.2,17.7,Allergies,Difficulty in Swallowing,Weakness,Diarrhea,Diarrhea,Vomiting,8
Dog,Labrador Retriever,4.7,34.5,No previous conditions,Nausea,Loss of appetite,Vomiting,Firm,Distended stomach,10
Dog,Poodle,3.9,9.2,No previous conditions,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,10
Dog,Bulldog,2.6,15.7,Previous kidney disease,Fever,Diarrhea,Coughing,Lethargy,Blue Eye,7
Dog,Bulldog,6.9,19.0,Parasite history,Scabs,Scaly patches of skin,Hair loss,Sore,Scartch,3
Dog,Poodle,3.8,4.6,Skin conditions history,Fever,Walking problem,Pain,Fever,Coughing,7
Dog,Rottweiler,4.7,37.0,Not vaccinated,Hair loss,Dandruff,Darkened skin,Crusting of the skin,Ulcerated skin,4
Dog,Labrador Retriever,2.9,43.3,Allergies,Tail Wagging,Straining,Lethargy,Weakness,Diarrhea,6
Dog,Golden Retriever,4.0,39.3,Chronic illness,Pain,Nose Bleeds,Acting unnaturally tame,Weakness,Fever,8
Dog,Yorkshire Terrier,1.5,5.6,Chronic illness,Coughing,Diarrhea,Weakness,Sneezing,Diarrhea,6
Dog,Mixed Breed,0.7,39.2,Skin conditions history,Vomiting,Vomiting,Coughing,Sneezing,Diarrhea,7
Dog,Yorkshire Terrier,3.9,4.7,Chronic illness,Pain,Diarrhea,Fever,Sheep often bites,Diarrhea,0
Dog,Golden Retriever,11.1,36.7,No previous conditions,Weight loss,Lethargy,Nasal Bleeding,Lameness,Fever,8
Dog,German Shepherd,15.0,38.1,Vaccinated,Hyperexcitability,Vomiting,Weakness,Bloody diarrhea,Pain,9
Dog,Labrador Retriever,4.8,25.6,Not vaccinated,Anorexia,Coughing,Lethargy,Anaemia,Anorexia,8
Dog,Labrador Retriever,7.1,29.2,No previous conditions,Fever,Inflammed eye,Coughing,Depression,Limping,7
Dog,Labrador Retriever,6.3,37.1,Allergies,Diarrhea,Horny growth,Coughing,Swelling of internal organs,Weight loss,9
Dog,Labrador Retriever,1.1,33.7,No previous conditions,Diarrhea,Coughing,Sneezing,Pain,Weakness,6
Dog,Yorkshire Terrier,14.5,6.0,Vaccinated,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,0
Dog,Boxer,4.4,21.2,Vaccinated,Sneezing,Weakness,Sneezing,Extreme thirst,Fever,7
Dog,Bulldog,11.1,26.3,Allergies,cough ,gasping for air,Weight loss,gasping for breath,extending its neck,10
Dog,German Shepherd,9.7,34.6,Recent surgery,Dyspnea,Difficulty in breathing,Coughing,Lethargy,Nasal Discharge,10
Dog,Poodle,8.4,8.2,Vaccinated,Sneezing,Lethargy,change their normal behaviour,Vomiting,Coughing,6
Dog,German Shepherd,3.3,34.8,Allergies,Vomiting,Vomiting,Coughing,Coughing,Anorexia,7
Dog,Poodle,11.2,4.4,Previous heart condition,Lethargy,Sneezing,Fever,Diarrhea,Lethargy,8
Dog,Mixed Breed,1.1,12.6,Not vaccinated,Rub,Anorexia,Lethargy,Weight loss,Weight loss,7
Dog,Mixed Breed,12.5,17.1,Not vaccinated,Edematous,Fever,Weight loss,Weakness,Eye redness,9
Dog,Rottweiler,6.6,33.2,Parasite history,Vomiting,Coughing,Coughing,Weakness,Easily damage shell,0
Dog,Yorkshire Terrier,7.3,4.9,Skin conditions history,Ruffled Appearance,Weight loss,Pain,Lesions,Fever,7
Dog,Bulldog,9.5,16.9,Dental issues,Excessive eye watering,Fever,Anorexia,Sneezing,coughing ,7
